50, 10.341935, 25.060276, 0.000183, 0.007323, 
50, 10.341239, 25.060023, 0.000924, 0.014819, 
50, 10.339672, 25.059453, 0.002591, 0.033341, 
50, 10.336888, 25.058439, 0.005554, 0.059268, 
50, 10.332537, 25.056856, 0.010184, 0.092596, 
50, 10.326273, 25.054577, 0.016850, 0.133316, 
50, 10.317748, 25.051477, 0.025921, 0.181416, 
50, 10.306617, 25.047430, 0.037765, 0.236879, 
50, 10.292534, 25.042312, 0.052749, 0.299681, 
50, 10.275155, 25.036000, 0.071239, 0.369794, 
50, 10.254138, 25.028371, 0.093598, 0.447181, 
50, 10.229142, 25.019304, 0.120187, 0.531797, 
50, 10.199829, 25.008678, 0.151367, 0.623591, 
50, 10.165863, 24.996376, 0.187492, 0.722499, 
50, 10.126914, 24.982278, 0.228914, 0.828448, 
50, 10.082652, 24.966269, 0.275982, 0.941354, 
50, 10.032756, 24.948233, 0.329038, 1.061122, 
50, 9.976908, 24.928051, 0.388420, 1.187642, 
50, 9.914800, 24.905608, 0.454460, 1.320791, 
50, 9.846127, 24.880783, 0.527481, 1.460432, 
50, 9.770599, 24.853454, 0.607802, 1.606408, 
50, 9.687935, 24.823491, 0.695729, 1.758544, 
50, 9.598035, 24.790821, 0.791380, 1.913026, 
50, 9.500987, 24.755421, 0.894684, 2.066074, 
50, 9.396886, 24.717253, 1.005561, 2.217543, 
50, 9.285845, 24.676266, 1.123925, 2.367279, 
50, 9.167991, 24.632392, 1.249681, 2.515112, 
50, 9.043472, 24.585538, 1.382723, 2.660854, 
50, 8.912455, 24.535591, 1.522938, 2.804290, 
50, 8.775134, 24.482410, 1.670197, 2.945181, 
50, 8.631732, 24.425824, 1.824359, 3.083251, 
50, 8.482507, 24.365627, 1.985269, 3.218185, 
50, 8.327756, 24.301581, 2.152750, 3.349619, 
50, 8.167824, 24.233405, 2.326607, 3.477138, 
50, 8.003113, 24.160776, 2.506620, 3.600268, 
50, 7.834088, 24.083327, 2.692544, 3.718473, 
50, 7.661293, 24.000645, 2.884101, 3.831159, 
50, 7.485359, 23.912267, 3.080986, 3.937682, 
50, 7.307018, 23.817687, 3.282854, 4.037376, 
