50, 6.000000, 17.000097, 0.000183, 0.007316, 
50, 6.000000, 17.000736, 0.000821, 0.012768, 
50, 6.000000, 17.002172, 0.002258, 0.028731, 
50, 5.999998, 17.004727, 0.004812, 0.051088, 
50, 5.999994, 17.008719, 0.008805, 0.079851, 
50, 5.999985, 17.014471, 0.014557, 0.115042, 
50, 5.999964, 17.022306, 0.022392, 0.156692, 
50, 5.999923, 17.032548, 0.032634, 0.204845, 
50, 5.999851, 17.045526, 0.045612, 0.259558, 
50, 5.999728, 17.061570, 0.061657, 0.320905, 
50, 5.999531, 17.081018, 0.081106, 0.388978, 
50, 5.999229, 17.104211, 0.104300, 0.463889, 
50, 5.998781, 17.131496, 0.131589, 0.545769, 
50, 5.998137, 17.163228, 0.163327, 0.634774, 
50, 5.997241, 17.199608, 0.199719, 0.727828, 
50, 5.996033, 17.240681, 0.240810, 0.821816, 
50, 5.994447, 17.286496, 0.286652, 0.916843, 
50, 5.992415, 17.337106, 0.337302, 1.013013, 
50, 5.989865, 17.392568, 0.392824, 1.110423, 
50, 5.986724, 17.452945, 0.453282, 1.209166, 
50, 5.982920, 17.518301, 0.518748, 1.309332, 
50, 5.978380, 17.588705, 0.589299, 1.411004, 
50, 5.973036, 17.664229, 0.665012, 1.514260, 
50, 5.966823, 17.744949, 0.745970, 1.619176, 
50, 5.959686, 17.830945, 0.832262, 1.725823, 
50, 5.951575, 17.922299, 0.923975, 1.834272, 
50, 5.942454, 18.019100, 1.021205, 1.944593, 
50, 5.932300, 18.121440, 1.124048, 2.056857, 
50, 5.921106, 18.229419, 1.232605, 2.171142, 
50, 5.908884, 18.343140, 1.346981, 2.287530, 
50, 5.895668, 18.462718, 1.467287, 2.406117, 
50, 5.881519, 18.588274, 1.593638, 2.527010, 
50, 5.866527, 18.719940, 1.726154, 2.650334, 
50, 5.850816, 18.857859, 1.864966, 2.776237, 
50, 5.834549, 19.002190, 2.010211, 2.904891, 
50, 5.817933, 19.153103, 2.162036, 3.036497, 
50, 5.801229, 19.310785, 2.320600, 3.171288, 
50, 5.784755, 19.475440, 2.486077, 3.309531, 
50, 5.768897, 19.647286, 2.658653, 3.451527, 
50, 5.754121, 19.826558, 2.838533, 3.597608, 
50, 5.740997, 20.013306, 3.025742, 3.744168, 
50, 5.730195, 20.207375, 3.220110, 3.887375, 
50, 5.722473, 20.408584, 3.421468, 4.027161, 
50, 5.718678, 20.616717, 3.629636, 4.163346, 
50, 5.719740, 20.831494, 3.844415, 4.295590, 
50, 5.726669, 21.052552, 4.065582, 4.423327, 
50, 5.740538, 21.279413, 4.292867, 4.545698, 
50, 5.762457, 21.511455, 4.525941, 4.661485, 
50, 5.793534, 21.747874, 4.764394, 4.769070, 
50, 5.834825, 21.987667, 5.007716, 4.866437, 
50, 5.887267, 22.229611, 5.255278, 4.951238, 
50, 5.951600, 22.472276, 5.506326, 5.020955, 
50, 6.028297, 22.714059, 5.759983, 5.073138, 
50, 6.117472, 22.953180, 6.015190, 5.104140, 
50, 6.218854, 23.187843, 6.270817, 5.112544, 
50, 6.331831, 23.416418, 6.525789, 5.099433, 
50, 6.455460, 23.637460, 6.779054, 5.065312, 
50, 6.588539, 23.849779, 7.029632, 5.011555, 
50, 6.729691, 24.052485, 7.276641, 4.940188, 
50, 6.877452, 24.244994, 7.519320, 4.853582, 
50, 7.030347, 24.427006, 7.757029, 4.754161, 
50, 7.186948, 24.598460, 7.989237, 4.644167, 
50, 7.340739, 24.754708, 8.208474, 4.384746, 
50, 7.484727, 24.895004, 8.409510, 4.020715, 
50, 7.628368, 25.030544, 8.607004, 3.949880, 
50, 7.771270, 25.161022, 8.800512, 3.870158, 
50, 7.913004, 25.286156, 8.989581, 3.781387, 
50, 8.053162, 25.405739, 9.173821, 3.684804, 
50, 8.191464, 25.519719, 9.353039, 3.584345, 
50, 8.327718, 25.628147, 9.527170, 3.482632, 
50, 8.461727, 25.731088, 9.696154, 3.379667, 
50, 8.593289, 25.828624, 9.859927, 3.275467, 
50, 8.722199, 25.920849, 10.018430, 3.170055, 
50, 8.848252, 26.007870, 10.171603, 3.063468, 
50, 8.971244, 26.089809, 10.319391, 2.955750, 
50, 9.090976, 26.166797, 10.461738, 2.846957, 
50, 9.207253, 26.238976, 10.598596, 2.737150, 
50, 9.319885, 26.306496, 10.729916, 2.626395, 
50, 9.428692, 26.369513, 10.855654, 2.514764, 
50, 9.533501, 26.428190, 10.975770, 2.402330, 
50, 9.634150, 26.482692, 11.090229, 2.289169, 
50, 9.730486, 26.533188, 11.198996, 2.175354, 
50, 9.822367, 26.579843, 11.302044, 2.060958, 
50, 9.909661, 26.622825, 11.399347, 1.946050, 
50, 9.992248, 26.662298, 11.490882, 1.830698, 
50, 10.070017, 26.698419, 11.576630, 1.714961, 
50, 10.142867, 26.731343, 11.656575, 1.598898, 
50, 10.210709, 26.761218, 11.730703, 1.482560, 
50, 10.273460, 26.788182, 11.799002, 1.365993, 
50, 10.331050, 26.812367, 11.861464, 1.249238, 
50, 10.383414, 26.833896, 11.918081, 1.132330, 
50, 10.430496, 26.852879, 11.968846, 1.015301, 
50, 10.472248, 26.869419, 12.013755, 0.898175, 
50, 10.508695, 26.883634, 12.052875, 0.782417, 
50, 10.540065, 26.895702, 12.086487, 0.672235, 
50, 10.566724, 26.905836, 12.115007, 0.570396, 
50, 10.589041, 26.914235, 12.138853, 0.476912, 
50, 10.607395, 26.921084, 12.158442, 0.391792, 
50, 10.622165, 26.926558, 12.174194, 0.315044, 
50, 10.633737, 26.930824, 12.186528, 0.246671, 
